District_Name,Crop_Year,Season,Area,Production,Temperature,PH,Rainfall,Sowing Temp,Harvest Temp,Phosphorous,Nitrogen,Potash,crop
BELGAUM,2008,Kharif,969,326,28.45749065,7.637129,91.35603339,33.8669176,24.90565902,14.93159407,24.20801851,13.32757822,ragi
BELLARY,2008,Kharif,3576,1783,20.28357047,7.864076063,93.38805699,33.08666886,27.02844269,12.01251585,23.59004943,11.88569372,ragi
BENGALURU URBAN,2008,Kharif,24839,60948,26.68117052,7.595858457,94.04131223,30.50802699,23.72805628,14.0452776,25.33709581,10.27865259,ragi
CHAMARAJANAGAR,2008,Kharif,19005,21709,33.15077835,5.846683164,107.8725269,30.81143606,24.09931638,9.477840593,23.73051328,13.86886686,ragi
CHIKBALLAPUR,2008,Kharif,40071,72005,21.10864603,4.571762303,90.69001547,33.76045925,20.9168876,10.26217538,25.55746796,10.81380414,ragi
CHIKMAGALUR,2008,Kharif,59297,97399,30.10359772,7.92607852,108.3576759,30.14721337,27.19114045,10.85460587,23.34873774,12.26412008,ragi
CHITRADURGA,2008,Kharif,63871,60153,21.48600039,6.555414539,100.1187937,31.09030501,23.78762371,9.449103771,25.88261543,13.83432646,ragi
DAVANGERE,2008,Kharif,20087,21221,20.65443813,7.614542783,109.0722458,31.50626948,27.2870581,12.11792365,22.75151111,13.37002344,ragi
DHARWAD,2008,Kharif,62,40,27.51897653,7.45660108,90.52625263,32.58875716,29.60902569,11.69647382,22.63694906,13.27954405,ragi
GADAG,2008,Kharif,10,6,28.43310068,4.869872471,94.41182493,32.40394728,28.31975064,10.01216941,23.42632826,12.06416216,ragi
HASSAN,2008,Kharif,55121,80225,30.55308031,7.460339662,95.61397327,33.43101113,28.93880888,9.102828094,23.74851467,10.74951426,ragi
HAVERI,2008,Kharif,988,1254,29.24122184,6.417681819,104.1703169,33.67592515,21.93369165,11.29202155,26.37678727,12.16746833,ragi
KODAGU,2008,Kharif,205,252,25.88514027,5.556580998,104.3949116,31.18141594,21.80675727,9.733077874,25.84599175,12.09507307,ragi
KOLAR,2008,Kharif,63571,102755,32.47633873,5.700756236,90.97669696,33.28676815,20.30733129,10.23576755,23.9459639,11.35864106,ragi
MANDYA,2008,Kharif,73470,94933,22.60460451,5.864493778,105.8815198,30.98391254,23.26922985,9.838252655,27.01977916,13.96934048,ragi
MYSORE,2008,Kharif,52888,103766,24.39060562,6.738331535,91.28532358,30.8950049,20.52890275,12.73130984,23.16285821,10.92662564,ragi
RAMANAGARA,2008,Kharif,78025,137659,25.09302725,6.638362624,92.87593592,32.51130564,21.08055205,10.71511304,27.86792004,11.14302496,ragi
SHIMOGA,2008,Kharif,1688,2134,31.46562261,5.370920608,108.847052,30.8343508,25.94668074,13.04434635,26.02883222,12.81415124,ragi
TUMKUR,2008,Kharif,196385,207853,29.90557251,5.084022562,102.7380061,32.26213256,26.33978984,11.35546793,25.59288451,10.62151905,ragi
UTTAR KANNAD,2008,Kharif,28,18,24.24152288,5.351118818,98.47896096,32.69814823,24.87572117,13.28801576,24.00679631,13.33706117,ragi
BAGALKOT,2008,Rabi,1,,22.4627288,6.640238916,33.62872568,21.71403773,28.03597127,25.83568216,8.982372768,0,rapeseed &mustard
BANGALORE RURAL,2008,Rabi,690,327,24.03997059,6.607377251,31.10615391,20.94385813,28.40346858,22.48424038,8.63339558,0,rapeseed &mustard
BELGAUM,2008,Rabi,317,205,23.95440725,6.726548782,38.36102528,20.88553032,29.88434553,24.46775768,8.255015094,0,rapeseed &mustard
BENGALURU URBAN,2008,Rabi,423,170,22.69970971,6.745428472,33.62820148,21.28629232,28.89342225,26.60652792,9.796782103,0,rapeseed &mustard
BIDAR,2008,Rabi,31,12,23.57522052,6.592962405,36.52432428,20.31788737,29.24038835,23.27449608,8.174756202,0,rapeseed &mustard
CHIKMAGALUR,2008,Rabi,146,59,22.46224539,6.660510556,31.35523388,21.3765254,28.38100133,27.50151296,8.066562071,0,rapeseed &mustard
CHITRADURGA,2008,Rabi,73,20,22.44265908,6.447811675,28.74334144,21.48611365,29.44895201,25.55877382,8.930017373,0,rapeseed &mustard
DAVANGERE,2008,Rabi,24,10,22.0827136,6.768169348,33.82089811,20.96818321,29.05090114,26.54524789,6.92970003,0,rapeseed &mustard
DHARWAD,2008,Rabi,2,1,22.93372786,6.902633098,37.1674254,20.84009807,29.77891878,24.0507892,7.864633508,0,rapeseed &mustard
GADAG,2008,Rabi,161,65,24.94735129,7.347985075,30.11269005,21.61429393,28.64116175,25.84559492,9.944709015,0,rapeseed &mustard
GULBARGA,2008,Rabi,15,6,22.25153254,6.856638357,28.98891731,21.71024871,29.92301439,27.3379906,9.29909712,0,rapeseed &mustard
HASSAN,2008,Rabi,180,72,23.19685281,6.112862726,32.50489597,21.14657167,28.51946529,22.97117131,8.733283496,0,rapeseed &mustard
HAVERI,2008,Rabi,52,21,23.8016426,6.567148032,34.96847319,20.68541536,28.55337637,23.65980208,7.669077168,0,rapeseed &mustard
KOLAR,2008,Rabi,615,247,23.13915535,6.568868923,32.93542191,20.49401008,28.53355176,23.93918175,7.142242555,0,rapeseed &mustard
RAMANAGARA,2008,Rabi,768,322,22.17891251,6.332135184,39.91284569,20.19977243,28.09061285,25.98435186,8.769737858,0,rapeseed &mustard
TUMKUR,2008,Rabi,1075,299,23.95954603,6.515740713,25.72930644,21.91544685,28.71700869,25.7714935,6.687648859,0,rapeseed &mustard
BAGALKOT,2008,Kharif,87,266.13,16.88521633,6.347099543,10.06734453,22.98549423,16.32906564,47.16855033,10.55896524,13.57808478,rice
BANGALORE RURAL,2008,Kharif,1782,7753.48,28.91339927,9.1861992,16.94291476,23.18345704,24.89913599,48.31739155,13.40158182,12.75095638,rice
BELGAUM,2008,Kharif,71079,93184.57,24.58076558,8.961775384,19.82081247,24.37518956,16.28710098,50.64430691,13.66806049,10.78150659,rice
BELLARY,2008,Kharif,77958,283650.18,28.44465038,6.023245715,15.30415361,24.32499589,26.00837718,49.2980862,10.32858763,12.22800534,rice
BENGALURU URBAN,2008,Kharif,1652,5022.08,17.33358425,5.821929347,13.27061056,27.67837002,26.65116736,50.04754072,10.65809814,11.28358214,rice
BIDAR,2008,Kharif,5503,4077.72,25.10580582,5.819394187,10.94303732,25.21314651,17.13350796,50.78301033,12.16470726,12.25066683,rice
BIJAPUR,2008,Kharif,12,37.05,25.57270024,6.472358889,11.22998356,23.6448477,21.15883569,48.23922067,12.38920882,12.30269207,rice
CHAMARAJANAGAR,2008,Kharif,15768,44789,17.19505885,5.284849792,11.71941331,22.05060918,21.08941967,51.59643394,12.58077811,10.58782378,rice
CHIKBALLAPUR,2008,Kharif,5061,15014,20.74409281,5.02486869,14.39405406,21.45280542,18.81964848,51.78502982,12.40306581,10.89756978,rice
CHIKMAGALUR,2008,Kharif,40566,100583.4,26.51501154,5.435938196,19.0911028,23.77424876,21.67821597,51.93953875,12.58000951,13.65186989,rice
CHITRADURGA,2008,Kharif,5265,11253.94,25.91542602,5.56469713,18.16821689,21.7935029,25.94604923,48.76464934,13.73557227,12.26873723,rice
DAKSHIN KANNAD,2008,Kharif,32845,83311.34,28.29386825,7.864511955,16.23263248,21.33731838,18.00237751,50.26997058,12.44214855,13.38380197,rice
DAVANGERE,2008,Kharif,70956,235254.62,17.79651295,6.620844855,13.32195157,28.34634553,16.31507705,52.31985073,11.29766348,13.53095242,rice
DHARWAD,2008,Kharif,32699,27647,22.90879977,8.065686716,11.05927135,23.30994531,22.31134036,47.60829579,13.89697225,11.91312497,rice
GADAG,2008,Kharif,1100,1755.6,25.55115299,8.919465647,11.70802968,20.41090206,21.22894572,49.09917871,13.68083579,10.970905,rice
GULBARGA,2008,Kharif,47292,122202.53,22.01368345,7.322348757,10.92015331,27.51472747,19.73195797,49.00303203,13.91335508,13.10380833,rice
HASSAN,2008,Kharif,47315,115969.07,19.96099844,8.21932676,19.37777709,28.02868785,20.73324402,47.35467191,12.70153469,10.0550691,rice
HAVERI,2008,Kharif,46954,56650,19.41774612,9.077724495,10.92380741,21.43716664,24.49631218,48.89963016,11.759934,12.04743449,rice
KODAGU,2008,Kharif,34881,83505.11,21.0121548,8.375690817,16.66214361,29.33654693,22.46896787,51.4529551,12.57882252,13.27809683,rice
KOLAR,2008,Kharif,3939,6211.8,19.76091558,9.066940659,17.6585726,24.68796787,25.01155008,48.89521502,10.96595453,12.37271862,rice
KOPPAL,2008,Kharif,40332,149430.06,28.52434652,6.738459979,15.26440764,26.51453098,18.26283481,47.30896092,12.07660735,11.94854725,rice
MANDYA,2008,Kharif,68187,217652.9,29.37531573,8.081484738,18.5744289,23.45791758,23.82075784,52.89908446,11.20003829,12.69246965,rice
MYSORE,2008,Kharif,110591,327791.72,29.47437813,7.933124551,10.99832017,23.03313356,16.27457583,49.67924092,10.21340973,13.81094093,rice
RAICHUR,2008,Kharif,94423,334587.9,16.85138877,5.953514225,12.45096475,26.25098141,24.37373553,50.98388224,11.62659733,12.04446227,rice
RAMANAGARA,2008,Kharif,6252,16531,23.57648767,8.551236152,15.51884809,27.02775224,25.24269869,50.06632412,12.00868192,10.02358277,rice
SHIMOGA,2008,Kharif,114629,267887.97,25.14665574,5.693285761,16.08932348,27.08357141,17.65981796,50.06429118,11.04279685,13.8064867,rice
TUMKUR,2008,Kharif,24342,61512.23,27.46850683,6.698586231,15.40604285,25.43451554,25.50115742,49.08631745,11.38650248,12.14499386,rice
UDUPI,2008,Kharif,51040,117825.84,24.94124411,8.116932697,14.04889048,24.61186979,24.60082428,47.31086235,10.2310609,11.47062463,rice
UTTAR KANNAD,2008,Kharif,77373,115401.83,17.34542514,9.272262416,17.2871367,24.64111342,21.76258917,52.82589184,10.31773943,12.60119798,rice
BAGALKOT,2008,Rabi,3580,2258,26.34843586,6.77480479,71.6711883,16.20679381,32.49054103,0,13.93983231,0,safflower
BELGAUM,2008,Rabi,6937,5183,28.85004972,6.246812463,88.90147245,15.74919053,33.59717524,0,17.14735437,0,safflower
BELLARY,2008,Rabi,1285,472,31.43089211,6.674737261,77.5103286,17.23936995,32.55202396,0,17.64062916,0,safflower
BIDAR,2008,Rabi,10804,13394,25.88965884,6.522562582,84.57394055,15.53054409,32.37818007,0,16.62415374,0,safflower
BIJAPUR,2008,Rabi,10224,4983,29.15673432,6.033890662,81.73539432,16.98884265,32.97864548,0,16.2276224,0,safflower
CHIKMAGALUR,2008,Rabi,54,44,30.88652766,6.508155647,79.17107607,17.31997824,34.41478241,0,16.03853172,0,safflower
CHITRADURGA,2008,Rabi,4652,2581,25.17905931,6.319040171,85.10940281,16.07587112,34.54218595,0,13.30806689,0,safflower
DAVANGERE,2008,Rabi,30,24,31.09611141,6.182564792,84.15547322,17.53221155,33.86415506,0,15.42353564,0,safflower
DHARWAD,2008,Rabi,7026,10916,30.19261598,6.247987915,76.65879676,15.7421254,32.16365243,0,15.82064311,0,safflower
GADAG,2008,Rabi,4391,4292,24.73874263,6.653198654,88.73384617,15.14969421,32.44584532,0,18.35610475,0,safflower
GULBARGA,2008,Rabi,14355,9101,31.31241178,6.464527658,63.27163234,17.99964919,33.07476164,0,15.28922109,0,safflower
HAVERI,2008,Rabi,2504,1832,28.11860128,6.572166999,78.47293656,15.60751423,33.59758635,0,18.3118107,0,safflower
KOPPAL,2008,Rabi,3771,1974,29.64109746,6.932409407,82.93999414,16.43022813,33.68411461,0,16.07218287,0,safflower
RAICHUR,2008,Rabi,3763,2900,27.61889848,6.203789033,76.04630894,15.50743733,34.06626958,0,17.42657989,0,safflower
BAGALKOT,2008,Whole Year,56598,5860723,22.94992839,7.30158207,124.04303,22.08893779,29.23791399,88.73931323,0,0,sugarcane
BANGALORE RURAL,2008,Whole Year,93,8040,26.70142779,7.651692012,127.0577351,21.54098678,23.28711675,88.44030977,0,0,sugarcane
BELGAUM,2008,Whole Year,114181,9654004,24.18733874,7.881686368,82.06788177,21.31585909,29.90288121,87.16631839,0,0,sugarcane
BELLARY,2008,Whole Year,1932,249614,27.34567674,8.152994655,103.1530009,20.24531628,27.73746722,89.71899241,0,0,sugarcane
BIDAR,2008,Whole Year,24616,1426497,27.01754132,6.740232198,90.85522296,20.45609879,27.79557679,85.13879468,0,0,sugarcane
BIJAPUR,2008,Whole Year,20604,1096133,23.62179314,7.297168756,97.62279974,24.75854322,23.31289002,90.69395622,0,0,sugarcane
CHAMARAJANAGAR,2008,Whole Year,8665,716162,25.55428933,7.865714384,126.4010832,22.76844882,23.96264638,85.45070836,0,0,sugarcane
CHIKMAGALUR,2008,Whole Year,688,39216,23.32850542,6.994675902,82.93523046,20.50412866,25.54660601,92.94458,0,0,sugarcane
DAKSHIN KANNAD,2008,Whole Year,19,1643,25.26539384,6.141023297,79.28350511,24.48393078,29.18749463,85.03546329,0,0,sugarcane
DAVANGERE,2008,Whole Year,2679,285046,25.88101591,6.096282266,98.47710522,24.92447464,23.49466855,91.00741465,0,0,sugarcane
DHARWAD,2008,Whole Year,2869,177161,24.01840435,5.938019747,106.7445738,22.12684552,24.09145599,93.34420292,0,0,sugarcane
GADAG,2008,Whole Year,178,15388,23.15926996,6.41363736,88.43735231,22.01300991,23.42998021,88.07201639,0,0,sugarcane
GULBARGA,2008,Whole Year,7944,407527,22.56409803,5.5738673,93.10916508,23.99564512,22.41858092,87.30934634,0,0,sugarcane
HASSAN,2008,Whole Year,2659,267761,22.49999391,6.853978846,96.19618351,24.49230318,25.11803865,87.05712368,0,0,sugarcane
HAVERI,2008,Whole Year,2237,110508,28.78862289,7.281837081,97.94820496,21.6684715,26.93100103,91.87170673,0,0,sugarcane
KOPPAL,2008,Whole Year,417,36050,29.85539826,6.877751759,137.9969762,23.24683803,29.75375888,86.60050804,0,0,sugarcane
MANDYA,2008,Whole Year,22257,2643019,26.63394141,5.000999838,137.3752596,21.78046984,22.16603378,85.52661324,0,0,sugarcane
MYSORE,2008,Whole Year,5588,637032,28.20135072,5.528234569,85.26951585,20.25912453,28.01118683,86.90077218,0,0,sugarcane
RAMANAGARA,2008,Whole Year,936,86252,23.33275061,8.363801082,89.29596937,20.09923749,24.46467802,92.23080362,0,0,sugarcane
SHIMOGA,2008,Whole Year,2625,261844,23.96171038,6.073243356,96.96036449,20.73229313,26.3024056,88.63196215,0,0,sugarcane
TUMKUR,2008,Whole Year,2063,178346,25.55485018,8.074345798,100.8689484,20.84848849,22.4352055,90.91101711,0,0,sugarcane
UDUPI,2008,Whole Year,10,864,24.37612681,5.761771254,116.4614644,21.87079343,25.01161207,84.63573176,0,0,sugarcane
UTTAR KANNAD,2008,Whole Year,1242,107371,28.11730497,6.154890397,131.5855812,24.33753647,28.96830121,84.12629893,0,0,sugarcane
BAGALKOT,2008,Kharif,21841,11046,23.95743104,7.621450544,60.93707112,23.66237775,35.99709747,25.55412533,12.2436799,0,sunflower
BANGALORE RURAL,2008,Kharif,32,11,22.63592638,6.874672986,64.58436235,24.73933738,35.09674931,25.97526265,13.49591298,0,sunflower
BELGAUM,2008,Kharif,18343,13176,24.78674064,7.517818377,51.30050793,21.25859029,35.39493797,25.32981964,10.46602713,0,sunflower
BELLARY,2008,Kharif,36013,15316,23.31688151,6.716468494,58.19055216,22.88945177,35.36273929,24.80322599,12.7886406,0,sunflower
BENGALURU URBAN,2008,Kharif,6,5,21.77895493,7.435761486,51.2690506,22.69861964,35.96282148,25.95388045,10.03684651,0,sunflower
BIDAR,2008,Kharif,8157,3056,20.48425746,7.234004339,55.71654184,20.05665228,36.97711662,25.37660247,11.03917802,0,sunflower
BIJAPUR,2008,Kharif,44342,16658,23.44256431,7.413163461,60.89881831,20.70635532,36.70692672,24.67415281,13.74848502,0,sunflower
CHAMARAJANAGAR,2008,Kharif,16427,10840,20.36789604,7.488654879,66.17315269,21.37752889,35.27582372,21.68123479,13.55683134,0,sunflower
CHIKBALLAPUR,2008,Kharif,782,392,20.96597253,6.700327806,61.61837595,24.92297478,35.94498666,22.00534816,12.4668241,0,sunflower
CHIKMAGALUR,2008,Kharif,13817,5920,21.28317886,6.837297677,61.68365138,21.67422951,35.00610001,26.05873718,10.6577325,0,sunflower
CHITRADURGA,2008,Kharif,29010,11678,24.62364058,7.42594083,51.96859396,21.57654256,35.32979835,22.17246071,10.10709589,0,sunflower
DAVANGERE,2008,Kharif,10726,6226,21.08767356,7.549324512,63.31358807,21.98569325,35.7402721,22.12630684,11.02398299,0,sunflower
DHARWAD,2008,Kharif,3350,1381,20.34642754,6.71404752,55.37764192,23.07364691,35.83008016,23.92633075,10.70528655,0,sunflower
GADAG,2008,Kharif,15710,5203,21.3920959,6.530110878,53.77970675,20.98292195,36.41252322,22.10013737,12.49665424,0,sunflower
GULBARGA,2008,Kharif,84572,31709,20.43407213,7.864117684,54.32217633,20.64768393,36.31492541,25.21506917,11.76712128,0,sunflower
HASSAN,2008,Kharif,13994,7503,23.65404446,6.639373489,61.65366834,24.33186355,36.11047571,23.11302227,13.4948027,0,sunflower
HAVERI,2008,Kharif,3363,1549,22.9374316,6.901926322,59.57554117,22.41286826,35.78529779,22.11028998,11.87390072,0,sunflower
KOLAR,2008,Kharif,40,23,20.4210607,6.611353527,65.80543086,22.89070076,36.01658076,25.69006496,13.71215406,0,sunflower
KOPPAL,2008,Kharif,41009,14360,20.68271093,7.024816234,63.16390856,24.12006622,35.36857277,23.23677605,13.80428082,0,sunflower
MYSORE,2008,Kharif,1845,1065,24.28092035,6.564689663,67.73486747,24.23085579,36.5748732,23.67288935,13.52387174,0,sunflower
RAICHUR,2008,Kharif,67831,30631,23.93606665,7.300029373,64.75296129,22.56073805,35.41344235,23.43949494,10.26315058,0,sunflower
RAMANAGARA,2008,Kharif,143,49,22.59888901,7.003602507,57.9094492,23.57224204,36.51460772,26.38691515,13.52883067,0,sunflower
SHIMOGA,2008,Kharif,34,12,22.51889711,6.938834762,54.76539952,24.45779762,35.03872878,21.82442985,11.60673273,0,sunflower
TUMKUR,2008,Kharif,10362,8508,24.97174047,7.812264144,64.06312324,24.71426205,36.44468736,26.94224069,10.6093452,0,sunflower
UTTAR KANNAD,2008,Kharif,4,3,23.38606813,6.975697279,56.9500472,21.580375,35.27995554,26.34095954,11.68343629,0,sunflower
BAGALKOT,2008,Whole Year,1994,13402,25.41550593,4.802551982,239.6729453,26.23949354,20.4652955,9.670940327,8.6671024,10.00788543,turmeric
BANGALORE RURAL,2008,Whole Year,6,29,24.87186146,6.086220239,286.5249051,33.17915826,21.5324576,11.11693446,11.26692185,8.335890172,turmeric
BELGAUM,2008,Whole Year,1637,6502,25.26628175,7.352221778,188.7510244,25.27475245,20.66325974,9.661129276,8.239146122,10.49419018,turmeric
BIDAR,2008,Whole Year,82,390,26.10086146,7.372292783,193.279589,27.23681397,21.92748562,11.79887436,11.44334036,11.8784576,turmeric
BIJAPUR,2008,Whole Year,4,19,26.14458867,4.971589493,244.6447913,31.09769601,20.96331194,8.04417683,8.559881348,9.251081179,turmeric
CHAMARAJANAGAR,2008,Whole Year,7828,35594,24.99728159,5.302796216,269.5619462,33.26795141,21.27161827,8.663847923,9.00983707,9.773373421,turmeric
CHIKMAGALUR,2008,Whole Year,6,6,24.62731789,7.217784086,251.1043212,30.70413634,21.97842416,11.95156902,11.8908999,11.90168389,turmeric
DAKSHIN KANNAD,2008,Whole Year,63,300,25.75339225,4.625212883,260.6110048,28.18055117,20.66397094,11.05608503,11.76581277,9.33455063,turmeric
GULBARGA,2008,Whole Year,312,954,26.40326479,4.83821866,269.4530281,30.641863,21.3222758,9.28560799,11.57851112,9.797744426,turmeric
HASSAN,2008,Whole Year,118,110,24.44166267,5.86027247,275.8057756,33.87163247,20.36116424,11.07823829,10.17403677,11.70477745,turmeric
HAVERI,2008,Whole Year,1,5,27.60923844,5.836716707,270.4138344,27.05559791,20.32906995,10.95672724,10.29472569,9.703092974,turmeric
MANDYA,2008,Whole Year,42,270,27.24368288,5.079120416,193.5120702,26.822661,20.4533591,9.325110533,8.586107071,9.922793407,turmeric
MYSORE,2008,Whole Year,1946,9356,27.46363766,4.993040439,217.7594057,26.86494365,20.63612024,8.51629555,8.304222173,9.227401907,turmeric
RAICHUR,2008,Whole Year,6,6,24.22923267,7.264347574,285.6704668,30.26944597,21.63694176,11.70113513,11.40086262,9.040915376,turmeric
RAMANAGARA,2008,Whole Year,16,76,25.95097097,5.623955342,219.3453819,31.80845953,21.77950368,11.65056437,10.59587781,11.64150041,turmeric
SHIMOGA,2008,Whole Year,5,24,25.34559399,4.698860005,202.41889,31.90420106,20.90212615,10.30922325,8.612022759,8.538512569,turmeric
TUMKUR,2008,Whole Year,1,5,27.82356122,5.671345917,220.7575372,25.20349379,21.45589066,8.821748509,8.624254598,9.916729678,turmeric
UDUPI,2008,Whole Year,89,342,27.52077193,5.36020984,294.6656694,33.47690956,20.97915106,11.85593244,8.127568764,10.50215163,turmeric
UTTAR KANNAD,2008,Whole Year,3,14,24.21519016,6.886316806,154.0651016,27.32855682,21.75329262,11.64055688,8.5456509,8.605492626,turmeric
BAGALKOT,2008,Kharif,34,9,29.57546284,7.446197844,69.96433474,24.99723657,21.82611545,5.046398485,10.28618332,0,urad
BANGALORE RURAL,2008,Kharif,32,9,24.4512897,6.687074074,67.43616901,22.8397677,18.38862502,3.317039642,11.39716487,0,urad
BELGAUM,2008,Kharif,2183,512,22.94161314,7.600656596,70.37139361,22.28010094,24.34447673,4.598874364,10.74184128,0,urad
BELLARY,2008,Kharif,13,3,17.81107259,6.61092429,73.16779923,26.76956396,19.42202508,5.691482421,11.41911824,0,urad
BENGALURU URBAN,2008,Kharif,30,8,20.06872514,7.547057302,62.68282734,24.14610167,18.10773184,4.020721822,9.628859681,0,urad
BIDAR,2008,Kharif,48568,5444,19.06696509,6.507274035,60.56595614,25.13471825,22.73991128,3.686298454,11.15895905,0,urad
BIJAPUR,2008,Kharif,21,6,15.35516846,7.281486807,56.76234082,25.37519798,24.37838999,5.045173019,11.31520511,0,urad
CHAMARAJANAGAR,2008,Kharif,2029,767,26.15000407,7.245450307,61.15854978,22.57546694,20.35812859,6.446473438,9.248392401,0,urad
CHIKMAGALUR,2008,Kharif,795,47,25.50815241,6.843228892,61.73456925,23.81916955,23.76293824,6.847135854,8.906587837,0,urad
CHITRADURGA,2008,Kharif,22,6,17.91510668,7.256435019,74.23579148,22.89097734,19.40847969,6.081879916,11.52440341,0,urad
DAVANGERE,2008,Kharif,18,5,15.48671619,7.52961321,58.10005849,21.11602331,21.32089284,4.603737311,10.63319824,0,urad
DHARWAD,2008,Kharif,1120,428,22.70936201,6.711044848,67.67211758,23.04591266,20.87625319,4.291322671,8.885901175,0,urad
GADAG,2008,Kharif,25,7,21.56017564,6.622628716,50.41446937,22.01945269,18.8363304,6.723213547,11.63349643,0,urad
GULBARGA,2008,Kharif,41265,17994,23.75673176,7.600450549,65.15659172,24.88715026,22.23053948,3.02082377,8.923931216,0,urad
HASSAN,2008,Kharif,541,144,19.19638475,7.301358455,57.38215927,23.13599394,19.39610759,3.093313322,9.642876282,0,urad
HAVERI,2008,Kharif,465,119,15.54272041,7.308037148,61.88184538,24.25945519,18.90980752,6.046643284,10.36130635,0,urad
KOPPAL,2008,Kharif,20,5,20.81514117,7.763000055,57.2161496,24.75630604,22.18657751,5.131436313,9.709657809,0,urad
MANDYA,2008,Kharif,279,74,29.54720636,7.181958238,51.94642318,24.79707103,22.67873431,4.207762254,9.044569097,0,urad
MYSORE,2008,Kharif,3120,1286,24.58129384,6.920227699,64.75492075,23.57305204,21.21430429,5.10606561,8.019031259,0,urad
RAICHUR,2008,Kharif,10,3,22.95794437,7.050028215,54.17673057,24.85636995,23.83157138,6.00249862,10.33627152,0,urad
RAMANAGARA,2008,Kharif,75,20,26.90902485,6.819268758,55.7875093,26.32195628,24.32234315,4.956853463,11.0585471,0,urad
SHIMOGA,2008,Kharif,43,11,19.96399488,6.726529365,51.446768,23.84081317,19.68617785,3.09971728,11.44112247,0,urad
TUMKUR,2008,Kharif,413,110,16.3662376,6.875454634,59.76468727,23.3999973,18.53293664,4.114968068,11.65572326,0,urad
BAGALKOT,2008,Rabi,25668,37486,21.50741713,6.479339487,28.02579943,18.34026568,20.59803413,49.41993205,24.05832041,10.81206116,wheat
BELGAUM,2008,Rabi,63754,68846,23.38680032,6.924113306,54.32176915,19.25021499,20.22979403,49.7483621,23.51002062,11.20393698,wheat
BELLARY,2008,Rabi,1272,1444,25.33525338,6.491120989,54.8766672,19.91825338,22.97951854,51.17324522,29.25967684,13.10495499,wheat
BIDAR,2008,Rabi,7030,8445,21.2132208,6.008321536,50.92537333,18.09046143,20.91271715,49.62290569,25.67076363,11.19187411,wheat
BIJAPUR,2008,Rabi,65369,52919,21.89109622,6.802303413,57.77096208,18.75709449,20.95819071,53.73850566,25.59943209,12.7712745,wheat
CHIKMAGALUR,2008,Rabi,9,10,25.14961506,6.867425889,58.93113753,18.29203377,22.62890907,49.14515813,21.65820671,12.54205104,wheat
CHITRADURGA,2008,Rabi,1133,2577,25.60796335,6.862770729,47.56744899,21.51845114,23.89708226,53.043685,24.02205878,13.58824397,wheat
DAVANGERE,2008,Rabi,428,401,22.97909537,6.763567452,40.43433937,21.17639839,20.00191754,46.88845641,29.76381134,10.30118402,wheat
DHARWAD,2008,Rabi,38357,35130,21.40716379,6.927983036,34.58954991,21.22021448,21.15519622,51.91364801,21.42815084,10.78398425,wheat
GADAG,2008,Rabi,33917,22306,24.32527336,6.475419751,40.22440304,19.95626887,24.02832656,52.33080212,25.48934466,11.91709978,wheat
GULBARGA,2008,Rabi,20333,22229,22.88744342,6.897383287,61.64084865,20.46851978,21.24794165,45.41663474,27.53986635,12.63740129,wheat
HAVERI,2008,Rabi,1357,801,21.26722961,6.05582207,72.80485629,20.95149458,21.55472781,50.26200728,28.67420673,11.29456709,wheat
KOPPAL,2008,Rabi,8193,3785,21.48610505,6.952140218,32.68273273,19.21483795,24.45782808,53.71374995,28.84201538,12.69150599,wheat
RAICHUR,2008,Rabi,1780,802,25.52206335,6.635973066,34.92926042,19.50213541,24.53976568,52.98596651,26.36734651,13.77847717,wheat
BAGALKOT,2009,Kharif,4811,2610,32.57032536,6.726942793,62.908677,29.66248917,37.63130434,14.17864537,4.890210852,12.68690326,arhar/tur
BANGALORE RURAL,2009,Kharif,1306,1069,30.19442954,7.246734459,63.89614376,32.60669914,37.55617313,15.66592117,4.231467583,11.68224435,arhar/tur
BELGAUM,2009,Kharif,4671,1424,34.5013544,6.593030383,63.67986094,30.45193879,38.79108527,17.48097841,5.16069278,10.84247594,arhar/tur
BELLARY,2009,Kharif,8938,3303,33.93639951,7.46275283,63.31716791,26.1395641,36.30872105,17.80222043,4.28625524,12.36266767,arhar/tur
BENGALURU URBAN,2009,Kharif,617,285,34.78771721,7.095828444,61.06603701,29.26787913,35.04851849,15.95159534,4.90337161,10.66923632,arhar/tur
BIDAR,2009,Kharif,67000,49647,31.90030154,6.698756598,60.61161443,32.15524529,36.45272201,15.50145629,5.461536289,13.79316869,arhar/tur
BIJAPUR,2009,Kharif,104091,31050,31.3876506,6.7778697,63.50767074,29.22046619,35.16395316,16.81098804,4.371987502,13.97304373,arhar/tur
CHAMARAJANAGAR,2009,Kharif,1949,1494,34.82976381,6.987381258,62.81693091,31.27931815,38.71311096,17.34818109,5.224347221,13.48453596,arhar/tur
CHIKBALLAPUR,2009,Kharif,3894,1539,31.50848448,6.751880948,64.59984168,31.26955406,36.96049261,17.27792511,5.611073928,12.36581028,arhar/tur
CHIKMAGALUR,2009,Kharif,717,332,34.83658327,6.683932198,64.17991924,29.98771312,37.87558717,15.69619849,5.159761823,13.88347167,arhar/tur
CHITRADURGA,2009,Kharif,8012,4635,33.6821032,7.393879898,61.26385823,28.92449265,37.51211145,14.73671881,5.442680157,13.52914857,arhar/tur
